score_read,score_math,gender,birth,lunch,ethnicity,class_type,school,degree,experience,t_ethnicity,school_id
428.0,513.0,male,1979 Q4,non-free,cauc,regular+aide,rural,master,12.0,cauc,8.0
428.0,506.0,female,1980 Q3,non-free,cauc,small,rural,master,8.0,cauc,57.0
428.0,478.0,female,1980 Q3,non-free,cauc,small,rural,other,8.0,cauc,78.0
474.0,463.0,female,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,10.0,cauc,68.0
425.0,528.0,female,1979 Q4,free,cauc,small,rural,bachelor,6.0,cauc,50.0
424.0,449.0,female,1980 Q2,free,cauc,regular+aide,urban,bachelor,13.0,cauc,48.0
395.0,418.0,female,1980 Q3,free,afam,regular,inner-city,bachelor,3.0,afam,32.0
425.0,478.0,female,1980 Q2,free,afam,regular,inner-city,bachelor,0.0,afam,27.0
428.0,528.0,male,1980 Q1,non-free,cauc,regular,rural,bachelor,8.0,cauc,3.0
463.0,576.0,female,1979 Q3,non-free,cauc,regular+aide,rural,bachelor,9.0,cauc,7.0
418.0,454.0,female,1980 Q3,free,cauc,small,suburban,bachelor,12.0,afam,25.0
503.0,478.0,male,1979 Q4,non-free,other,small,rural,bachelor,10.0,cauc,66.0
451.0,536.0,female,1980 Q1,non-free,cauc,small,urban,master,13.0,cauc,37.0
453.0,513.0,female,1980 Q3,non-free,cauc,regular,suburban,master,15.0,cauc,41.0
397.0,423.0,male,1980 Q1,free,afam,regular+aide,inner-city,bachelor,11.0,cauc,45.0
480.0,602.0,female,1980 Q3,non-free,cauc,regular+aide,rural,bachelor,13.0,cauc,11.0
416.0,459.0,male,1980 Q2,free,cauc,regular+aide,suburban,bachelor,0.0,cauc,44.0
390.0,429.0,male,1980 Q3,non-free,cauc,small,inner-city,bachelor,9.0,cauc,53.0
411.0,434.0,male,1980 Q2,non-free,cauc,regular,suburban,bachelor,8.0,cauc,4.0
410.0,449.0,male,1980 Q2,free,cauc,small,urban,bachelor,1.0,cauc,60.0
397.0,423.0,female,1980 Q2,non-free,cauc,small,suburban,bachelor,5.0,cauc,17.0
390.0,444.0,male,1980 Q2,free,afam,regular+aide,inner-city,bachelor,9.0,cauc,53.0
436.0,506.0,male,1979 Q4,free,cauc,regular,rural,master,13.0,cauc,50.0
478.0,520.0,male,1980 Q1,non-free,afam,small,inner-city,bachelor,2.0,cauc,30.0
425.0,520.0,male,1979 Q3,non-free,cauc,small,rural,master,8.0,cauc,76.0
470.0,463.0,female,1979 Q4,free,afam,regular,inner-city,bachelor,6.0,afam,27.0
414.0,454.0,male,1979 Q3,free,cauc,regular+aide,rural,bachelor,4.0,cauc,62.0
443.0,489.0,male,1980 Q1,non-free,cauc,regular+aide,suburban,bachelor,3.0,cauc,58.0
405.0,434.0,female,1980 Q2,free,afam,regular+aide,inner-city,bachelor,0.0,cauc,32.0
448.0,473.0,male,1980 Q2,non-free,cauc,regular+aide,suburban,bachelor,8.0,afam,17.0
419.0,463.0,female,1980 Q1,free,afam,regular+aide,inner-city,master,5.0,cauc,33.0
431.0,513.0,female,1980 Q3,free,afam,regular,suburban,bachelor,1.0,cauc,23.0
402.0,444.0,female,1980 Q1,non-free,cauc,regular+aide,rural,master,9.0,cauc,3.0
472.0,559.0,male,1980 Q1,free,afam,regular,inner-city,bachelor,6.0,afam,27.0
419.0,459.0,female,1980 Q1,non-free,cauc,regular,rural,master,6.0,cauc,63.0
430.0,473.0,female,1980 Q2,free,cauc,regular+aide,rural,master,8.0,cauc,57.0
425.0,459.0,male,1979 Q4,free,cauc,regular+aide,rural,bachelor,11.0,cauc,6.0
448.0,494.0,female,1979 Q4,free,cauc,small,rural,bachelor,12.0,cauc,34.0
414.0,439.0,female,1979 Q4,free,afam,regular,rural,master,4.0,cauc,80.0
439.0,536.0,male,1979 Q2,non-free,cauc,regular,rural,master,13.0,cauc,55.0
467.0,489.0,male,1980 Q2,non-free,cauc,regular+aide,rural,bachelor,3.0,cauc,7.0
410.0,489.0,female,1978 Q4,free,cauc,regular+aide,rural,master,10.0,cauc,72.0
410.0,473.0,male,1980 Q1,free,cauc,regular,rural,bachelor,13.0,cauc,74.0
419.0,454.0,female,1979 Q4,free,afam,regular+aide,inner-city,master,17.0,cauc,16.0
391.0,405.0,female,1980 Q2,free,afam,regular,rural,bachelor,2.0,cauc,57.0
419.0,459.0,male,1980 Q3,non-free,cauc,regular,rural,bachelor,2.0,cauc,76.0
458.0,528.0,female,1980 Q2,non-free,cauc,regular,suburban,bachelor,1.0,afam,21.0
460.0,506.0,male,1980 Q1,non-free,cauc,small,urban,bachelor,14.0,cauc,9.0
405.0,484.0,male,1979 Q1,free,cauc,small,rural,master,13.0,cauc,8.0
448.0,576.0,female,1980 Q2,free,cauc,regular,rural,bachelor,2.0,cauc,40.0
398.0,459.0,female,1980 Q1,free,afam,regular,inner-city,bachelor,9.0,afam,18.0
421.0,489.0,male,1980 Q2,non-free,afam,small,inner-city,master,8.0,cauc,28.0
443.0,547.0,female,1979 Q3,non-free,cauc,regular+aide,urban,master,12.0,cauc,10.0
403.0,439.0,female,1980 Q3,free,afam,regular,inner-city,bachelor,6.0,afam,27.0
422.0,444.0,male,1979 Q4,free,cauc,regular,rural,bachelor,13.0,cauc,74.0
405.0,459.0,female,1980 Q3,non-free,cauc,small,urban,bachelor,1.0,cauc,37.0
403.0,439.0,female,1980 Q2,free,cauc,small,rural,master,11.0,cauc,47.0
500.0,478.0,female,1980 Q3,non-free,afam,small,suburban,bachelor,21.0,cauc,20.0
402.0,459.0,male,1980 Q2,free,afam,regular+aide,inner-city,bachelor,0.0,cauc,32.0
413.0,434.0,female,1979 Q3,Unknown,afam,small,inner-city,bachelor,2.0,Unknown,28.0
421.0,468.0,female,1980 Q3,non-free,cauc,regular+aide,rural,bachelor,9.0,cauc,1.0
413.0,463.0,male,1980 Q1,free,afam,regular+aide,suburban,bachelor,0.0,cauc,44.0
436.0,547.0,female,1980 Q3,non-free,cauc,small,rural,other,8.0,cauc,38.0
440.0,500.0,female,1980 Q4,free,afam,regular,inner-city,bachelor,10.0,afam,30.0
395.0,434.0,female,1980 Q3,free,cauc,regular+aide,urban,other,9.0,Unknown,48.0
407.0,454.0,male,1980 Q3,non-free,afam,regular+aide,suburban,bachelor,2.0,cauc,25.0
411.0,423.0,male,1980 Q3,non-free,cauc,regular+aide,rural,bachelor,3.0,cauc,66.0
390.0,454.0,male,1979 Q4,free,cauc,regular+aide,rural,bachelor,2.0,cauc,71.0
424.0,494.0,male,1980 Q2,free,cauc,regular+aide,urban,bachelor,5.0,cauc,60.0
495.0,602.0,male,1980 Q1,non-free,cauc,small,rural,bachelor,4.0,cauc,7.0
402.0,454.0,male,1980 Q1,free,afam,regular,inner-city,bachelor,2.0,cauc,32.0
402.0,412.0,female,1980 Q3,free,cauc,regular,rural,bachelor,1.0,cauc,6.0
433.0,520.0,male,1980 Q2,free,afam,small,inner-city,bachelor,9.0,afam,22.0
410.0,513.0,male,1979 Q4,free,afam,regular,suburban,master,24.0,cauc,44.0
397.0,399.0,male,1980 Q2,free,afam,regular+aide,inner-city,bachelor,11.0,cauc,45.0
424.0,449.0,female,1980 Q2,free,cauc,small,suburban,master,17.0,cauc,36.0
414.0,459.0,male,1980 Q3,free,cauc,small,rural,bachelor,8.0,cauc,5.0
451.0,468.0,female,1980 Q2,non-free,other,regular,rural,bachelor,11.0,cauc,64.0
411.0,513.0,male,1979 Q4,free,afam,regular+aide,urban,bachelor,17.0,cauc,2.0
445.0,473.0,male,1980 Q1,non-free,afam,regular,inner-city,bachelor,9.0,afam,18.0
411.0,463.0,male,1979 Q4,free,cauc,regular+aide,rural,master,3.0,cauc,78.0
413.0,418.0,female,1979 Q4,free,cauc,regular+aide,rural,bachelor,14.0,cauc,70.0
428.0,500.0,female,1980 Q3,non-free,cauc,small,rural,master,6.0,cauc,62.0
455.0,528.0,female,1980 Q3,non-free,cauc,small,rural,bachelor,10.0,cauc,66.0
478.0,559.0,female,1980 Q2,free,afam,regular,inner-city,bachelor,12.0,afam,27.0
442.0,513.0,male,1980 Q1,non-free,afam,regular+aide,suburban,other,12.0,cauc,51.0
434.0,547.0,female,1980 Q3,free,afam,small,inner-city,master,6.0,cauc,28.0
416.0,478.0,female,1978 Q4,non-free,cauc,regular+aide,rural,master,5.0,cauc,34.0
422.0,468.0,female,1980 Q1,free,afam,regular+aide,inner-city,bachelor,1.0,afam,14.0
425.0,454.0,female,1980 Q3,free,cauc,regular,rural,bachelor,8.0,cauc,72.0
455.0,494.0,female,1980 Q1,non-free,cauc,regular,rural,bachelor,0.0,cauc,7.0
402.0,418.0,male,1980 Q1,non-free,cauc,regular,rural,master,13.0,cauc,56.0
436.0,500.0,male,1980 Q3,non-free,cauc,regular,rural,master,13.0,cauc,75.0
427.0,463.0,male,1980 Q2,free,cauc,regular,rural,bachelor,1.0,cauc,6.0
400.0,434.0,female,1980 Q2,non-free,afam,small,inner-city,master,10.0,afam,18.0
439.0,559.0,female,1980 Q1,non-free,cauc,small,rural,bachelor,5.0,cauc,79.0
414.0,468.0,male,1980 Q3,free,afam,regular+aide,inner-city,master,17.0,cauc,29.0
407.0,423.0,male,1980 Q3,non-free,cauc,regular,rural,bachelor,10.0,cauc,70.0
422.0,429.0,female,1980 Q3,free,cauc,regular+aide,rural,bachelor,9.0,cauc,7.0
421.0,473.0,female,1980 Q3,non-free,cauc,regular+aide,suburban,bachelor,3.0,cauc,58.0
414.0,459.0,male,1980 Q3,non-free,cauc,regular,rural,bachelor,1.0,cauc,76.0
474.0,484.0,male,1980 Q1,non-free,cauc,regular,suburban,master,12.0,cauc,52.0
450.0,478.0,male,1980 Q3,non-free,cauc,small,suburban,master,17.0,cauc,36.0
405.0,489.0,female,1980 Q3,free,afam,small,inner-city,bachelor,14.0,afam,33.0
411.0,468.0,female,1980 Q3,free,cauc,regular+aide,rural,master,5.0,cauc,39.0
433.0,478.0,female,1980 Q3,non-free,cauc,regular+aide,rural,bachelor,8.0,cauc,5.0
403.0,444.0,female,1980 Q1,non-free,cauc,regular,suburban,other,13.0,cauc,51.0
443.0,444.0,female,1980 Q3,free,afam,small,inner-city,bachelor,1.0,afam,32.0
418.0,429.0,male,1979 Q4,non-free,cauc,small,suburban,bachelor,14.0,cauc,52.0
442.0,500.0,female,1979 Q4,non-free,cauc,regular,rural,bachelor,2.0,cauc,57.0
411.0,489.0,male,1980 Q2,non-free,cauc,small,rural,master,6.0,cauc,39.0
408.0,449.0,female,1979 Q1,free,afam,regular,urban,master,6.0,cauc,2.0
408.0,429.0,male,1980 Q3,free,afam,regular,inner-city,bachelor,6.0,afam,19.0
407.0,449.0,male,1980 Q1,free,cauc,regular+aide,rural,bachelor,4.0,cauc,62.0
422.0,449.0,female,1980 Q3,free,cauc,small,suburban,bachelor,0.0,cauc,43.0
455.0,494.0,male,1980 Q1,free,cauc,small,rural,bachelor,15.0,cauc,66.0
430.0,478.0,female,1980 Q1,non-free,cauc,regular,rural,master,17.0,cauc,34.0
440.0,463.0,female,1979 Q4,free,cauc,small,rural,master,15.0,cauc,70.0
443.0,547.0,male,1979 Q3,free,cauc,regular,rural,bachelor,10.0,cauc,70.0
422.0,489.0,female,1980 Q1,free,cauc,regular,rural,master,13.0,cauc,8.0
442.0,513.0,male,1980 Q2,non-free,cauc,small,suburban,bachelor,0.0,cauc,42.0
436.0,520.0,male,1980 Q3,non-free,cauc,regular,suburban,bachelor,12.0,cauc,46.0
425.0,439.0,female,1980 Q1,free,cauc,regular+aide,rural,master,3.0,cauc,78.0
413.0,418.0,female,1980 Q3,non-free,cauc,regular,suburban,master,22.0,cauc,61.0
407.0,444.0,male,1980 Q3,free,afam,small,inner-city,bachelor,1.0,afam,16.0
455.0,489.0,female,1980 Q3,non-free,cauc,regular+aide,suburban,bachelor,16.0,cauc,41.0
436.0,459.0,female,1980 Q2,free,cauc,small,rural,bachelor,22.0,cauc,76.0
431.0,444.0,male,1980 Q2,non-free,cauc,regular,rural,master,17.0,cauc,34.0
447.0,489.0,female,1980 Q1,non-free,cauc,regular,urban,bachelor,5.0,cauc,9.0
408.0,439.0,male,1979 Q2,non-free,cauc,regular,suburban,bachelor,3.0,cauc,58.0
497.0,576.0,female,1980 Q2,free,cauc,regular,rural,master,13.0,cauc,38.0
421.0,449.0,female,1980 Q3,non-free,cauc,regular+aide,rural,master,13.0,cauc,80.0
461.0,500.0,male,1980 Q2,free,cauc,small,urban,bachelor,21.0,cauc,48.0
442.0,513.0,male,1980 Q2,free,cauc,small,rural,master,15.0,cauc,70.0
419.0,500.0,male,1979 Q4,non-free,cauc,regular,rural,bachelor,13.0,Unknown,55.0
382.0,434.0,male,1980 Q3,free,afam,regular,inner-city,bachelor,9.0,afam,18.0
416.0,494.0,male,1980 Q2,free,cauc,regular+aide,rural,bachelor,2.0,cauc,71.0
422.0,444.0,male,1980 Q3,non-free,cauc,regular,rural,master,17.0,cauc,34.0
461.0,528.0,female,1980 Q1,free,afam,regular,inner-city,bachelor,2.0,cauc,32.0
400.0,399.0,male,1980 Q3,non-free,cauc,regular,urban,bachelor,5.0,cauc,9.0
465.0,559.0,female,1979 Q4,free,afam,regular,inner-city,bachelor,12.0,afam,27.0
403.0,429.0,male,1980 Q2,non-free,afam,regular+aide,suburban,bachelor,12.0,afam,20.0
374.0,354.0,male,1980 Q2,free,afam,regular+aide,rural,bachelor,7.0,cauc,56.0
448.0,473.0,female,1980 Q2,free,cauc,small,rural,master,6.0,cauc,72.0
428.0,444.0,male,1980 Q1,free,cauc,small,urban,bachelor,11.0,cauc,60.0
456.0,468.0,male,1980 Q2,free,cauc,regular+aide,urban,bachelor,11.0,cauc,9.0
414.0,434.0,male,1980 Q3,free,afam,regular,inner-city,bachelor,9.0,afam,28.0
400.0,434.0,male,1980 Q3,free,afam,regular+aide,inner-city,bachelor,6.0,cauc,16.0
428.0,513.0,male,1980 Q3,non-free,cauc,regular+aide,suburban,bachelor,7.0,cauc,4.0
405.0,454.0,male,1980 Q1,free,cauc,regular+aide,rural,bachelor,3.0,cauc,66.0
456.0,489.0,female,1979 Q3,non-free,cauc,regular+aide,rural,master,8.0,cauc,57.0
439.0,536.0,female,1980 Q3,free,afam,regular,inner-city,bachelor,0.0,cauc,31.0
393.0,434.0,male,1980 Q2,free,cauc,regular,rural,master,11.0,cauc,75.0
456.0,506.0,male,1980 Q3,non-free,cauc,regular+aide,suburban,bachelor,17.0,cauc,58.0
427.0,444.0,female,1980 Q3,free,cauc,regular,rural,bachelor,11.0,cauc,64.0
428.0,444.0,female,1980 Q1,non-free,cauc,regular,rural,bachelor,16.0,cauc,62.0
465.0,463.0,male,1980 Q1,free,cauc,regular,rural,master,11.0,cauc,11.0
403.0,418.0,female,1980 Q3,non-free,cauc,regular+aide,rural,master,3.0,cauc,78.0
424.0,429.0,male,1980 Q2,free,afam,regular,rural,master,13.0,cauc,56.0
393.0,418.0,male,1979 Q3,free,afam,small,suburban,bachelor,5.0,cauc,17.0
467.0,528.0,female,1980 Q2,free,afam,regular,inner-city,bachelor,12.0,afam,27.0
413.0,459.0,female,1979 Q4,free,cauc,regular,rural,bachelor,16.0,cauc,62.0
434.0,547.0,male,1980 Q1,free,afam,regular,suburban,bachelor,20.0,afam,23.0
400.0,412.0,female,1980 Q3,free,afam,small,inner-city,bachelor,2.0,cauc,28.0
398.0,418.0,female,1980 Q2,free,cauc,regular+aide,urban,bachelor,5.0,cauc,60.0
460.0,536.0,female,1980 Q3,non-free,cauc,regular,rural,master,15.0,cauc,7.0
447.0,520.0,male,1980 Q3,free,afam,regular,inner-city,bachelor,24.0,afam,22.0
447.0,506.0,female,1980 Q3,non-free,cauc,small,rural,bachelor,8.0,cauc,8.0
403.0,468.0,male,1980 Q3,free,afam,regular,suburban,bachelor,1.0,afam,21.0
403.0,439.0,male,1980 Q1,non-free,cauc,regular,rural,bachelor,1.0,cauc,76.0
424.0,444.0,female,1980 Q1,non-free,cauc,small,rural,bachelor,1.0,cauc,57.0
439.0,489.0,female,1980 Q3,non-free,cauc,regular,suburban,master,12.0,cauc,52.0
461.0,500.0,male,1979 Q4,free,afam,small,rural,bachelor,6.0,cauc,68.0
433.0,439.0,female,1980 Q1,non-free,afam,regular,urban,other,13.0,cauc,60.0
402.0,463.0,male,1980 Q1,non-free,cauc,regular+aide,suburban,master,8.0,cauc,61.0
408.0,459.0,male,1980 Q3,free,cauc,regular,rural,bachelor,20.0,cauc,12.0
397.0,392.0,male,1980 Q3,free,afam,regular+aide,inner-city,master,10.0,afam,28.0
448.0,513.0,male,1979 Q4,free,afam,small,inner-city,bachelor,1.0,afam,16.0
427.0,520.0,male,1979 Q4,non-free,cauc,regular+aide,rural,other,12.0,cauc,63.0
463.0,484.0,male,1980 Q2,non-free,cauc,regular+aide,suburban,master,14.0,cauc,36.0
451.0,473.0,male,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,3.0,cauc,66.0
456.0,547.0,female,1980 Q1,free,afam,regular,inner-city,bachelor,24.0,afam,22.0
395.0,429.0,female,1980 Q1,free,cauc,regular,rural,master,12.0,cauc,72.0
425.0,528.0,female,1980 Q3,free,afam,regular,inner-city,bachelor,0.0,cauc,31.0
487.0,547.0,male,1979 Q4,non-free,cauc,small,suburban,bachelor,0.0,cauc,43.0
422.0,444.0,male,1980 Q1,non-free,cauc,regular,rural,bachelor,8.0,cauc,5.0
416.0,418.0,male,1980 Q4,non-free,afam,regular+aide,suburban,master,10.0,cauc,24.0
413.0,463.0,female,1980 Q3,free,afam,regular,inner-city,bachelor,6.0,afam,19.0
425.0,506.0,male,1980 Q1,free,cauc,regular,rural,bachelor,8.0,cauc,72.0
453.0,484.0,female,1980 Q3,non-free,cauc,regular,suburban,master,13.0,cauc,54.0
411.0,468.0,male,1979 Q3,non-free,cauc,regular+aide,rural,bachelor,2.0,cauc,71.0
451.0,489.0,female,1980 Q1,free,cauc,regular+aide,rural,bachelor,4.0,cauc,62.0
439.0,459.0,male,1980 Q1,non-free,cauc,regular+aide,urban,bachelor,11.0,cauc,9.0
427.0,478.0,female,1979 Q3,non-free,cauc,regular,rural,bachelor,13.0,cauc,74.0
468.0,484.0,male,1980 Q2,non-free,cauc,regular+aide,rural,bachelor,9.0,cauc,49.0
447.0,536.0,female,1979 Q2,non-free,cauc,small,rural,bachelor,12.0,cauc,74.0
434.0,494.0,male,1980 Q2,non-free,cauc,regular,rural,master,13.0,cauc,8.0
467.0,536.0,female,1980 Q1,non-free,cauc,regular,rural,master,6.0,cauc,13.0
398.0,444.0,male,1980 Q3,free,afam,regular+aide,inner-city,bachelor,9.0,cauc,53.0
455.0,489.0,female,1980 Q1,non-free,cauc,regular,urban,bachelor,5.0,cauc,9.0
422.0,459.0,female,1979 Q4,free,cauc,regular,rural,bachelor,10.0,cauc,70.0
424.0,559.0,male,1980 Q1,non-free,cauc,regular,rural,bachelor,13.0,Unknown,55.0
411.0,439.0,male,1980 Q1,non-free,cauc,regular,rural,bachelor,11.0,cauc,64.0
433.0,500.0,female,1980 Q3,non-free,afam,regular,inner-city,bachelor,0.0,afam,27.0
455.0,484.0,male,1980 Q2,non-free,cauc,regular+aide,suburban,bachelor,3.0,cauc,42.0
411.0,468.0,male,1980 Q3,non-free,cauc,small,rural,master,13.0,cauc,8.0
427.0,484.0,male,1980 Q2,free,cauc,small,rural,bachelor,4.0,cauc,40.0
447.0,444.0,female,1980 Q3,free,afam,small,inner-city,bachelor,14.0,afam,33.0
413.0,449.0,male,1980 Q1,non-free,afam,regular,rural,master,10.0,cauc,1.0
416.0,423.0,female,1980 Q3,free,afam,regular,inner-city,bachelor,11.0,cauc,22.0
388.0,478.0,female,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,11.0,cauc,6.0
453.0,468.0,female,1980 Q2,non-free,cauc,regular,rural,bachelor,11.0,cauc,64.0
439.0,489.0,male,1979 Q2,non-free,cauc,small,suburban,bachelor,5.0,cauc,58.0
470.0,576.0,female,1980 Q1,free,afam,small,inner-city,bachelor,3.0,afam,22.0
440.0,494.0,female,1980 Q3,free,afam,small,inner-city,bachelor,11.0,cauc,27.0
437.0,412.0,female,1978 Q2,non-free,cauc,small,suburban,bachelor,10.0,afam,51.0
458.0,520.0,male,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,12.0,cauc,12.0
393.0,439.0,female,1979 Q4,free,cauc,regular,rural,bachelor,16.0,cauc,62.0
424.0,489.0,male,1980 Q2,free,afam,regular,rural,master,13.0,cauc,50.0
421.0,468.0,male,1980 Q3,free,afam,regular,inner-city,bachelor,9.0,afam,28.0
428.0,506.0,female,1980 Q2,non-free,cauc,regular+aide,suburban,bachelor,3.0,cauc,58.0
436.0,494.0,male,1979 Q4,non-free,cauc,regular+aide,rural,bachelor,12.0,cauc,35.0
461.0,459.0,female,1980 Q1,free,afam,small,inner-city,bachelor,14.0,cauc,32.0
470.0,473.0,female,1980 Q3,free,afam,regular,inner-city,master,7.0,cauc,28.0
397.0,449.0,male,1980 Q3,non-free,cauc,regular+aide,suburban,bachelor,7.0,cauc,4.0
490.0,602.0,female,1979 Q4,non-free,afam,regular,suburban,bachelor,20.0,afam,23.0
427.0,468.0,female,1980 Q1,free,cauc,regular+aide,urban,bachelor,13.0,cauc,48.0
425.0,454.0,female,1980 Q2,non-free,cauc,small,rural,bachelor,1.0,cauc,73.0
419.0,439.0,female,1979 Q4,non-free,cauc,regular,suburban,master,13.0,cauc,54.0
390.0,439.0,female,1979 Q4,free,afam,regular+aide,inner-city,bachelor,0.0,cauc,32.0
467.0,536.0,female,1979 Q4,non-free,afam,regular+aide,suburban,bachelor,1.0,afam,20.0
478.0,520.0,female,1980 Q1,non-free,cauc,regular,suburban,master,13.0,cauc,54.0
443.0,459.0,female,1979 Q4,non-free,cauc,regular,rural,bachelor,13.0,cauc,74.0
413.0,536.0,male,1980 Q3,non-free,cauc,regular+aide,suburban,bachelor,5.0,afam,21.0
455.0,478.0,male,1980 Q3,free,cauc,regular,rural,bachelor,16.0,cauc,69.0
398.0,459.0,male,1980 Q2,free,afam,regular+aide,inner-city,master,5.0,cauc,33.0
413.0,468.0,female,1979 Q4,non-free,cauc,small,rural,bachelor,8.0,cauc,8.0
411.0,463.0,male,1980 Q1,non-free,cauc,small,urban,bachelor,1.0,cauc,37.0
414.0,513.0,male,1980 Q3,free,afam,regular+aide,inner-city,bachelor,1.0,cauc,19.0
436.0,478.0,male,1979 Q4,non-free,cauc,regular+aide,suburban,bachelor,0.0,cauc,46.0
440.0,559.0,female,1979 Q4,free,afam,regular,inner-city,bachelor,10.0,afam,30.0
418.0,473.0,female,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,8.0,cauc,5.0
461.0,602.0,male,1979 Q4,non-free,cauc,small,rural,bachelor,3.0,cauc,75.0
419.0,444.0,male,1980 Q2,free,cauc,regular+aide,rural,bachelor,5.0,cauc,64.0
468.0,478.0,male,1980 Q2,non-free,cauc,small,rural,bachelor,15.0,cauc,65.0
474.0,559.0,female,1980 Q2,free,cauc,regular,rural,bachelor,10.0,cauc,70.0
407.0,384.0,female,1980 Q1,non-free,cauc,regular,rural,master,8.0,cauc,78.0
413.0,459.0,male,1979 Q4,free,afam,regular,inner-city,master,7.0,cauc,28.0
390.0,429.0,male,1979 Q1,non-free,cauc,regular,rural,master,4.0,cauc,80.0
407.0,454.0,male,1980 Q2,free,cauc,regular+aide,rural,bachelor,12.0,cauc,35.0
485.0,536.0,female,1980 Q3,non-free,cauc,small,suburban,bachelor,10.0,cauc,42.0
431.0,500.0,female,1979 Q4,non-free,cauc,regular+aide,suburban,bachelor,7.0,cauc,4.0
437.0,513.0,female,1980 Q3,free,afam,regular,inner-city,bachelor,6.0,afam,19.0
427.0,412.0,male,1980 Q3,free,cauc,regular+aide,rural,bachelor,14.0,cauc,73.0
445.0,500.0,male,1979 Q3,free,cauc,regular,rural,master,16.0,cauc,68.0
472.0,513.0,female,1980 Q1,non-free,cauc,regular,rural,master,6.0,cauc,63.0
456.0,513.0,male,1980 Q3,free,afam,small,inner-city,bachelor,2.0,cauc,30.0
419.0,444.0,female,1980 Q2,free,afam,regular+aide,inner-city,master,22.0,cauc,33.0
433.0,547.0,female,1980 Q1,free,cauc,regular,rural,master,12.0,cauc,72.0
510.0,559.0,male,1979 Q4,non-free,cauc,regular,rural,bachelor,10.0,cauc,70.0
400.0,423.0,female,1980 Q3,free,afam,regular+aide,inner-city,bachelor,16.0,afam,22.0
492.0,547.0,female,1980 Q2,non-free,cauc,regular+aide,rural,bachelor,13.0,cauc,11.0
463.0,528.0,male,1980 Q2,non-free,cauc,small,suburban,master,18.0,cauc,41.0
421.0,473.0,male,1980 Q1,non-free,cauc,regular,rural,bachelor,13.0,cauc,79.0
391.0,444.0,female,1979 Q2,non-free,cauc,small,rural,bachelor,19.0,cauc,64.0
433.0,500.0,female,1980 Q1,free,cauc,regular+aide,rural,master,13.0,cauc,55.0
442.0,547.0,female,1980 Q2,non-free,cauc,regular,rural,bachelor,13.0,Unknown,55.0
418.0,494.0,female,1980 Q1,free,cauc,regular+aide,rural,master,8.0,cauc,74.0
431.0,500.0,female,1980 Q3,non-free,cauc,regular,rural,bachelor,11.0,cauc,49.0
431.0,500.0,female,1979 Q4,free,afam,regular+aide,suburban,bachelor,17.0,cauc,58.0
461.0,513.0,male,1979 Q3,non-free,cauc,regular,rural,bachelor,11.0,cauc,49.0
437.0,459.0,female,1979 Q4,free,cauc,regular,urban,bachelor,5.0,cauc,37.0
402.0,412.0,female,1980 Q1,free,cauc,small,urban,master,12.0,cauc,2.0
450.0,439.0,female,1980 Q2,free,afam,regular,inner-city,bachelor,0.0,afam,27.0
440.0,520.0,male,1980 Q1,non-free,cauc,small,suburban,bachelor,10.0,afam,51.0
455.0,559.0,male,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,6.0,cauc,13.0
480.0,547.0,female,1980 Q1,free,afam,small,suburban,bachelor,3.0,cauc,44.0
402.0,449.0,female,1980 Q2,free,afam,regular,inner-city,bachelor,12.0,cauc,45.0
427.0,459.0,male,1980 Q3,non-free,cauc,regular+aide,suburban,bachelor,0.0,cauc,46.0
402.0,405.0,male,1980 Q3,free,cauc,small,urban,bachelor,11.0,cauc,59.0
418.0,473.0,male,1980 Q2,non-free,afam,small,suburban,master,20.0,cauc,17.0
421.0,449.0,male,1980 Q3,free,afam,regular,inner-city,bachelor,2.0,cauc,32.0
451.0,484.0,male,1979 Q2,non-free,cauc,small,rural,bachelor,5.0,cauc,67.0
448.0,459.0,male,1979 Q4,non-free,afam,regular,rural,bachelor,8.0,cauc,3.0
410.0,444.0,male,1979 Q3,non-free,cauc,regular,suburban,bachelor,15.0,cauc,36.0
428.0,463.0,male,1980 Q2,free,cauc,regular+aide,rural,other,12.0,cauc,63.0
421.0,418.0,male,1980 Q3,non-free,afam,regular+aide,suburban,bachelor,7.0,cauc,54.0
437.0,484.0,female,1979 Q4,non-free,cauc,small,urban,bachelor,1.0,cauc,60.0
397.0,444.0,male,1980 Q3,free,cauc,regular,rural,bachelor,2.0,cauc,57.0
439.0,494.0,female,1980 Q1,free,cauc,regular+aide,rural,master,5.0,cauc,39.0
450.0,494.0,male,1980 Q2,non-free,cauc,small,suburban,master,18.0,cauc,41.0
407.0,449.0,male,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,2.0,cauc,71.0
476.0,520.0,female,1980 Q2,non-free,cauc,regular+aide,rural,master,13.0,cauc,76.0
433.0,520.0,female,1979 Q4,non-free,cauc,regular+aide,rural,master,13.0,cauc,76.0
433.0,478.0,female,1980 Q1,non-free,cauc,small,rural,bachelor,4.0,cauc,40.0
403.0,463.0,male,1980 Q3,non-free,cauc,regular,suburban,bachelor,3.0,cauc,43.0
